dataset,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,Features.Skew.StandardDeviation,Features.Skew.Mean,Labels.Skew.NonAggregated,Features.PearsonCorrelation.Mean,Features.PearsonCorrelation.StandardDeviation,FeaturesLabels.PearsonCorrelation.Mean,FeaturesLabels.PearsonCorrelation.StandardDeviation,Features.SpearmanCorrelation.Mean,Features.SpearmanCorrelation.StandardDeviation,FeaturesLabels.SpearmanCorrelation.Mean,FeaturesLabels.SpearmanCorrelation.StandardDeviation,Features.Kurtosis.Mean,Features.Kurtosis.StandardDeviation,Labels.Kurtosis.NonAggregated,Features.Mean.Mean,Features.Mean.StandardDeviation,Labels.Mean.NonAggregated,,instances,dimensionality,instances_with_missing_val,ratio_of_discrete_features,ratio_of_numeric_features,nonzero_vals_cnt,missing values,attributes total,attributes categorical,attributes numerical
statlog-australian-credit,-0.987252497,0.96165659,0.996780388,-0.987341117,-0.920403144,-0.966462325,0.949819999,-0.933143345,-0.9856049,-0.827216153,0.944437634,-0.970673558,0.990572115,0.990918486,-0.928943398,-0.990839743,0.988391879,0.944473464,0.975338263,-0.920487043,0.961053871,0.997214064,0.816374352,-0.907214904,0.990207344,-0.968361248,-0.98947208,0.939902444,-0.961718946,-0.81461918,-0.927750076,0.979440878,-0.82283364,-0.926551772,-0.873464848,0.997127748,-0.898252838,0.988836224,0.921452333,-0.981257817,-0.932474006,-0.96533003,0.931226738,-0.950377569,-0.989300221,-0.806111434,0.918444454,-0.97863653,0.97860176,0.998331499,0.915341069,0.958042976,-0.94391216,0.923675034,0.990803346,0.847290096,-0.94683132,0.969323536,-0.98447657,-0.973384182,0.897807946,-0.807564315,0.949226019,0.944305833,0.769717173,-0.785165825,0.957463005,-0.877803948,-0.936701765,-0.929130258,0.931543796,0.96059756,0.821985675,-0.907720807,0.96605141,-0.957111639,-0.961207219,-0.817564933,-0.915525867,-0.856717666,0.974351125,-0.894138765,0.970063274,0.915552817,0.955234535,0.720935685,-0.794616614,0.965901972,-0.8874389,-0.958763446,0.81038393,-0.904939209,0.985254387,-0.96639681,-0.988033776,-0.8642838,0.828977966,-0.860729648,-0.787128736,-0.873055211,0.977265339,0.897298698,-0.944933259,-0.980662989,0.966613687,0.8,0.315789474,0.063157895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042105263,0.147368421,1,3.526201959,1.577032542,-0.763195311,0.142559214,0.22781912,0.231971645,0.348462103,0.12793776,0.179590765,0.066093031,0.256005553,19.59360077,53.4076252,-1.417532918,0.045217455,0.169187969,0.67826087,,690,0.02173913,0,0,1,10350,0,15,0,15
statlog-german-credit,-0.991766766,0.96793503,0.998499779,-0.992156088,-0.913084721,-0.941723995,0.885924853,-0.931740132,-0.991386687,-0.86646273,0.957464581,-0.969704902,0.994410997,0.995530837,-0.94427507,-0.993760243,0.99271032,0.929738836,0.948308138,-0.853828482,0.95480894,0.998536781,0.852091824,-0.931567092,0.983090048,-0.979877356,-0.993297397,0.953712103,-0.972302636,-0.831471277,-0.913054783,0.957791464,-0.830469393,-0.94553109,-0.915970051,0.998692272,-0.907015747,0.988066759,0.94158345,-0.988264726,-0.921048504,-0.93969629,0.863790042,-0.944784828,-0.993114236,-0.850104668,0.941399297,-0.974611385,0.987713092,0.99914356,0.907467156,0.93939133,-0.896079967,0.92224707,0.993639163,0.887682102,-0.963350171,0.967385202,-0.991752595,-0.983519343,0.847853341,-0.69618406,0.954481435,0.930494464,0.80936162,-0.812993545,0.950828441,-0.888474651,-0.924367752,-0.867284292,0.899528767,0.932664608,0.803713642,-0.901752932,0.930662783,-0.937102104,-0.936557362,-0.723409122,-0.851162693,-0.862378489,0.965823721,-0.809462524,0.91796586,0.846994346,0.949158147,0.755249972,-0.810787715,0.971181836,-0.896842953,-0.952591193,0.85603667,-0.933271794,0.979003356,-0.980192299,-0.992455162,-0.915289884,0.858791687,-0.894725658,-0.835997009,-0.892129296,0.980522555,0.928101695,-0.951641209,-0.976362966,0.980832712,0.831460674,0.382022472,0.02247191,0.02247191,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02247191,0.247191011,1,2.00459183,1.034013125,0.872871561,0.139412111,0.275152812,0.109668705,0.315271787,0.007213504,0.127453143,0.002950269,0.234872383,3.654795815,9.531345852,-1.238095238,0.012000183,0.058787717,0.3,,1000,0.025,0,0,1,25000,0,25,0,25
statlog-heart,-0.747980229,0.84037112,0.940040638,-0.965317027,0.112032968,0.070369651,0.823312669,0.293424676,-0.930141941,-0.625666967,0.853549715,0.060673066,0.953717942,0.793268039,-0.329175505,-0.894014082,0.744249461,0.50937772,0.467346229,-0.460098434,0.351902564,0.879700938,0.100011531,-0.348296334,0.576608495,-0.568968244,-0.950144519,0.652847301,-0.83255121,0.563189725,0.402279444,0.887305445,0.71923404,-0.668573488,-0.905860454,0.996869346,0.516309352,0.948876837,0.403247053,-0.899023737,-0.159053071,-0.169378902,0.709679875,0.002787126,-0.968518445,-0.38794165,0.670518196,-0.236038935,0.832006874,0.9330606,-0.134974576,-0.027923402,-0.832427529,-0.311922122,0.926436963,0.663128371,-0.838632461,-0.065642269,-0.945258867,-0.747092098,0.695439517,0.405777571,0.867679618,0.132434339,-0.645119142,0.539866266,0.896670526,0.358009551,-0.396486024,0.095591452,0.67330984,0.098377197,-0.553635637,0.418448502,0.841611449,0.221988044,-0.391992376,0.545178614,-0.690733046,-0.749934128,0.873116163,0.272672213,0.892609783,0.508412335,-0.040534935,-0.814004052,0.699363288,0.907639341,0.509917879,-0.291730579,0.466134867,-0.68862118,0.185602224,-0.828952922,-0.876580928,-0.898398572,-0.658442467,-0.777455804,-0.09802776,0.505557967,0.952457613,0.425002412,0.285990522,-0.505762366,0.638524106,0.344827586,0.551724138,0.206896552,0.344827586,0.137931034,0,0.344827586,0.068965517,0.137931034,0.206896552,0.275862069,0.206896552,0.206896552,0.068965517,0.413793103,0.551724138,0.413793103,0.206896552,0.689655172,1,0.805774663,0.410231946,0.223606798,0.133420577,0.233014089,0.177118874,0.283471079,0.104281448,0.209297176,0.302040502,0.306678873,-0.054893648,1.824964055,-1.95,0.031745993,0.114461956,0.444444444,,270,0.051851852,0,0,1,3780,0,14,0,14
statlog-image,0.692394594,0.958737613,0.984415985,0.407310176,0.917655478,0.42635686,0.942400294,0.830113986,0.512882186,0.841015018,0.949505767,0.755067213,0.986554031,0.962695392,0.715866136,0.65711033,0.665759875,0.770207295,0.854843712,0.744838477,0.893774333,0.901712637,0.858608691,0.704720755,0.950627225,0.692601417,0.626868194,0.912553928,0.397190345,0.978059525,0.460738175,0.974188401,0.858946301,0.586747161,0.784963951,0.997881935,0.734733719,0.961356842,0.87519197,0.404040774,0.861977871,0.397491495,0.901011099,0.798027633,0.463545425,0.855590694,0.899723298,0.739876307,0.977393819,0.992499938,0.379914095,0.713664428,0.379038891,0.568691502,0.750252621,0.526412156,0.386118628,0.64999441,0.40200095,0.406308941,0.553136683,0.979311507,0.861829611,0.667417322,0.802826834,0.978157958,0.755931039,0.920359875,0.819791502,0.508759389,0.63067427,0.923056613,0.712227852,0.45057733,0.741321666,0.434716758,0.37540655,0.858397018,0.621536835,0.815093975,0.968812624,0.76164833,0.943867149,0.868793216,0.729991964,0.837308609,0.852145418,0.921023011,0.838042489,0.76920474,0.706687389,0.579155284,0.780427662,0.527419917,0.42851172,0.767195646,0.865192705,0.854078811,0.849707132,0.719301956,0.951512954,0.860178934,0.746829976,0.722176301,0.956251271,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179104478,0.298507463,0.23880597,0.268656716,0.686567164,0.686567164,1,4.646395668,3.144127021,0,0.095071994,0.358294904,0.071544145,0.282845042,0.073171927,0.439544981,0.152648553,0.305984081,36.34272916,87.92522303,-1.25,0.157894761,0.669890629,3,,2310,0.008225108,0,0,1,43890,0,19,0,19
statlog-vehicle,0.257404872,0.763792583,0.929227827,-0.703068195,0.686752257,-0.225060639,0.754922003,0.55414653,-0.142545077,0.598726035,0.791041566,0.485739551,0.914468825,0.84400697,0.639684434,0.014408638,0.044495669,0.75376338,0.738741689,0.650865513,0.840207145,0.791119655,0.27107532,0.617071467,0.856492389,0.483691131,-0.108725607,0.531451947,-0.436481207,0.978742979,0.194078642,0.985019816,0.913938935,0.284540883,0.347547797,0.996447843,0.684536644,0.931872837,0.37920775,-0.686704796,0.433276998,-0.374834608,0.520617588,0.285479932,-0.343024323,0.62226858,0.569457255,0.286047538,0.752550783,0.971748431,-0.397730829,0.333518111,-0.452438008,-0.216403948,0.292109458,-0.46038232,-0.446905122,-0.095149149,-0.62946534,-0.611843776,0.347361146,0.975856195,0.954990134,0.423999975,0.336143035,0.966337433,0.74884071,0.883122906,0.273710189,0.223200254,0.449225656,0.86019925,0.049328922,0.156441564,0.413568283,0.014123493,-0.415519641,0.904059084,0.32507455,0.395144855,0.975135695,0.671956924,0.929364662,0.370625693,0.516662183,0.244119889,0.900317397,0.820134612,0.769759509,0.130766135,0.202501468,0.247409882,0.432986785,0.123937636,-0.40402155,0.354399214,0.241767589,0.574910943,0.629489223,0.682811012,0.937790331,0.422597344,0.586333706,0.171103596,0.629597187,0,0,0.042553191,0.127659574,0,0.255319149,0.127659574,0.085106383,0.085106383,0.042553191,0.170212766,0.212765957,0.510638298,0.382978723,0.340425532,0.340425532,0.425531915,0.382978723,0.255319149,1,1.62075656,0.986496032,0.028291755,0.137504562,0.362518546,0.052084224,0.297830533,0.220466915,0.474135585,-0.006029984,0.308166039,4.775656038,14.41429112,-1.34428377,0.077329782,0.328082781,1.469267139,,846,0.022458629,0,0,1,16074,0,19,0,19
steel-plates,-0.071782458,0.931049021,0.986021778,-0.659224982,0.521157812,-0.327002932,0.905518847,0.221209651,-0.554698749,0.384971946,0.924583348,0.082987472,0.985836709,0.972352553,0.053249361,-0.095982857,0.716685333,0.481596023,0.899130967,0.082139462,0.78638633,0.829872618,0.496403025,0.057463693,0.906716173,-0.062871854,-0.098371047,0.876402316,-0.545339716,0.707527378,-0.219917932,0.984114978,0.355851625,-0.400295532,0.281408541,0.99880158,0.196504489,0.920393368,0.845798516,-0.665218118,0.446776135,-0.336928576,0.849297393,0.170475107,-0.581305287,0.422063293,0.868879759,0.050559059,0.981508461,0.996243005,-0.069513095,0.826574055,-0.521669064,0.350579484,0.928575226,0.109636874,-0.533822764,0.534430243,-0.664378917,-0.65249468,0.259863391,0.742011883,0.708649996,0.1588882,0.374634213,0.711830295,0.581149409,0.535373697,0.407177003,-0.192056075,0.571399548,0.91685925,0.3939321,-0.214536743,0.751225796,-0.325513445,-0.331089688,0.374140874,-0.363769954,0.313157245,0.982062955,0.22193254,0.893432655,0.819868412,0.522548867,0.453707983,0.354935571,0.872965508,0.261609734,0.14022169,0.193661488,-0.39301218,0.668043637,-0.544725554,-0.583667429,0.277528572,0.617941169,0.356625525,0.452236235,0.197863259,0.912408593,0.838095291,0.09963009,0.039981542,0.964973437,0,0,0,0.163265306,0.285714286,0.040816327,0.244897959,0.081632653,0.040816327,0.204081633,0.285714286,0.285714286,0.244897959,0.367346939,0.285714286,0.244897959,0.081632653,0.285714286,0.448979592,1,8.359206931,3.589145481,-0.439471087,0.03655916,0.258276755,0.07488548,0.274760772,0.029729105,0.38724072,0.030652386,0.25396217,105.3481002,333.3247624,-1.373673203,0.137189909,0.712859958,3.841318908,,1941,0.014425554,0,0,1,54348,0,28,0,28
synthetic-control,0.508887734,0.965008903,0.958960346,-0.550631507,0.90676377,-0.151989402,0.901778642,0.778250048,0.10086981,0.560351525,0.969320871,0.66748202,0.984961111,0.881177561,0.632494699,0.358186038,-0.512661908,0.758343443,0.570721413,0.718219777,0.843351506,0.801390838,0.880887598,0.595319853,0.937876103,0.601360112,0.208626845,0.876474434,-0.542524115,0.969490172,-0.050333947,0.961236138,0.880296788,0.210144116,0.605366204,0.997084012,0.777107182,0.986613878,0.777001704,-0.497861247,0.786609663,-0.256148979,0.791769978,0.631542644,-0.024043209,0.483981747,0.886258337,0.517976175,0.92717455,0.966342801,-0.6259292,-0.202823456,-0.594887632,-0.453613011,-0.475691386,-0.646003992,-0.515927683,-0.538954498,-0.575599957,-0.421876436,0.099493787,0.974372846,0.912402693,0.384361042,0.704822574,0.956961472,0.863981732,0.94563612,0.663609469,0.036475506,0.171488305,0.807613883,0.477739854,-0.077462483,0.316098068,-0.077222931,-0.349501515,0.894671982,0.328744557,0.687176265,0.943955999,0.844540691,0.943724146,0.672858065,0.451779135,0.708131843,0.863276828,0.929474959,0.840403752,0.491264144,0.743616114,0.169412807,0.595223011,0.185612163,-0.143797306,0.565204141,0.82718304,0.632544365,0.376241639,0.744261367,0.983011412,0.793201502,0.748994858,0.368085133,0.839695847,0,0,0,0.070175439,0.245614035,0.140350877,0.035087719,0.070175439,0.070175439,0.140350877,0.070175439,0.140350877,0.070175439,0.210526316,0.140350877,0.245614035,0.315789474,0.456140351,0.526315789,1,0.28566669,0.033363575,0,0.231713368,0.311215664,-0.05357944,0.173960177,0.430073475,0.301461633,-0.135064647,0.182700437,-0.574326085,0.594905134,-1.268571429,0.040983607,0.317457651,2.5,,600,0.101666667,0,0,1,36600,0,61,0,61
tae,-0.866844151,0.899299711,0.983963265,-0.947000534,-0.16892622,-0.864749732,0.819469785,-0.489422098,-0.934088694,-0.130485264,0.860714341,-0.524456994,0.992484295,0.964260453,-0.671781408,-0.896657605,0.878883126,0.493280523,0.938853343,-0.566270361,0.744389481,0.954221384,0.210620296,-0.613131365,0.799734468,-0.842925979,-0.899504477,0.830069843,-0.872243647,0.181794571,-0.740519685,0.965546466,-0.178308502,-0.766881565,-0.283346462,0.992629501,-0.316709925,0.921304733,0.781580501,-0.925168499,-0.283603308,-0.868573059,0.736366277,-0.579662054,-0.953146692,-0.071330991,0.782282854,-0.572394473,0.966449719,0.993681236,0.13920749,0.865847178,-0.814318533,0.487155325,0.954442855,0.173041073,-0.835168328,0.53481887,-0.94733038,-0.901294762,0.369652528,0.303144009,0.781715567,0.379303245,-0.068506458,0.241884967,0.536691263,-0.114942391,-0.347082655,-0.657250041,0.631095657,0.906688333,0.242053138,-0.689085294,0.718076081,-0.859072948,-0.858488575,-0.042432092,-0.669802124,-0.327524501,0.967915782,-0.246829728,0.854794862,0.676136839,0.652618359,0.073043015,-0.108915628,0.763271635,-0.446066755,-0.626711685,0.111496144,-0.71834496,0.633581265,-0.914496128,-0.950467541,-0.303953741,0.500477589,-0.149939212,-0.027471227,-0.255159186,0.884755366,0.728382447,-0.494728254,-0.588094679,0.941015853,0.341463415,0.487804878,0.097560976,0.243902439,0.195121951,0.097560976,0.146341463,0.146341463,0.243902439,0.146341463,0,0.146341463,0.097560976,0.097560976,0.048780488,0.097560976,0.146341463,0.390243902,0.341463415,1,1.117930683,-0.430417379,,0.076733191,0.241180744,,,-0.016942631,0.180333114,,,0.026749952,0.999071665,,10.65430464,9.669882375,,,151,0.039735099,0,0,1,906,0,6,0,6
teaching,-0.928293067,0.9568345,0.993605531,-0.950114673,-0.095503168,-0.879051292,0.941605133,-0.656098906,-0.94714259,-0.242058147,0.947422878,-0.710427014,0.99565984,0.984325248,-0.850630351,-0.936586858,0.950964763,0.270953897,0.938843924,-0.838725551,0.762562086,0.971968637,0.293169171,-0.835565625,0.851436851,-0.917165152,-0.935749642,0.92463912,-0.904395489,0.092097586,-0.861962118,0.989949938,-0.472984714,-0.868840989,-0.353050427,0.997598546,-0.627274055,0.974231573,0.900875749,-0.943281267,-0.157092234,-0.870091615,0.909352636,-0.708997837,-0.955446509,-0.205380728,0.912314574,-0.727970147,0.983594009,0.996945021,0.125554868,0.878296319,-0.889109109,0.698189224,0.984123675,0.26693822,-0.89461688,0.730946531,-0.944497791,-0.933354292,0.186948335,0.100949385,0.679623561,0.221209211,0.301017985,0.110389322,0.488841124,-0.044912297,-0.193581126,-0.863059749,0.628092141,0.887331404,0.444810465,-0.847155349,0.853566022,-0.887785892,-0.859095056,-0.448134077,-0.853522328,-0.370214951,0.984613177,-0.631925074,0.960959278,0.885420235,0.760307138,0.24138096,-0.451214303,0.759531433,-0.615807297,-0.734548263,0.228012862,-0.856125507,0.76379952,-0.932554667,-0.955415754,-0.353390036,0.57692978,-0.272183627,-0.180636762,-0.603505367,0.964748135,0.887509098,-0.69801153,-0.732576537,0.970075554,0.426229508,0.491803279,0.163934426,0.196721311,0,0.098360656,0.098360656,0.098360656,0.098360656,0.06557377,0.032786885,0.131147541,0.196721311,0.032786885,0.06557377,0.032786885,0.098360656,0.163934426,0.196721311,1,1.031028315,-0.364774762,-0.036562689,0.076122359,0.248719705,0.145750678,0.35280357,-0.0344804,0.181018556,0.108703386,0.430189848,-0.22823719,1.075583337,-1.503173746,0.169977907,0.380082203,1.01986755,,151,0.039735099,0,0,1,906,0,6,0,6
teachingAssistant,-0.928213347,0.954009727,0.993593482,-0.950479826,-0.106134982,-0.878887379,0.93568834,-0.675353469,-0.947858072,-0.256612291,0.945436282,-0.717017246,0.995174408,0.984863428,-0.847369662,-0.936500994,0.951354076,0.277848068,0.937839747,-0.832123348,0.784105442,0.972320467,0.308568695,-0.833287201,0.857465785,-0.916223282,-0.936050028,0.921308834,-0.902779914,0.091607371,-0.861970426,0.987511725,-0.484892857,-0.866142122,-0.371749791,0.997906949,-0.631592257,0.972990244,0.897886446,-0.943152927,-0.169206941,-0.870437054,0.903217484,-0.728602879,-0.95574878,-0.219679055,0.909985443,-0.734564442,0.983011318,0.997001394,0.133389148,0.878549735,-0.886628781,0.713334387,0.984270588,0.282645876,-0.893912755,0.737038954,-0.944265326,-0.933832588,0.187290696,0.102675425,0.671721012,0.234319911,0.272930985,0.11055534,0.469839263,-0.050960877,-0.206652457,-0.86096111,0.647182848,0.889534362,0.459592754,-0.848368922,0.858473617,-0.88893635,-0.859893468,-0.458072877,-0.848836097,-0.391730682,0.982990815,-0.635584822,0.957758102,0.879464591,0.78013404,0.231582724,-0.464105182,0.767362212,-0.632529292,-0.751634495,0.244209113,-0.854447412,0.770927413,-0.932721995,-0.955846246,-0.372139156,0.576406224,-0.288359449,-0.196228085,-0.609826525,0.963938196,0.885294555,-0.705118808,-0.739290895,0.970143847,0.440677966,0.508474576,0.203389831,0.169491525,0,0.101694915,0.101694915,0.13559322,0.101694915,0.033898305,0.033898305,0.13559322,0.203389831,0.033898305,0.06779661,0.033898305,0.06779661,0.203389831,0.237288136,1,1.031028046,-0.364774931,-0.036562689,0.076122343,0.2487198,0.145750541,0.352803438,-0.0344804,0.181018556,0.108703386,0.430189848,-0.228237331,1.075583283,-1.503173746,9.215231788,9.395575604,2.01986755,,151,0.039735099,0,0,1,906,0,6,0,6
tic-tac-toe,0.645402444,0.983581797,0.99189344,-0.499969553,0.928768106,-0.053710672,0.953231305,0.872551846,-0.379868964,0.982102559,0.993955312,0.845541112,0.994123527,0.979721561,0.641760923,0.645227338,0.025995141,0.685954505,0.574641439,0.618125706,0.852157036,0.23108422,0.650368976,0.645135796,0.88220424,0.656913733,0.634566139,0.956346864,-0.465267085,0.972640005,-0.077181443,0.991040179,0.893884256,-0.362987611,0.940939651,0.996533544,0.812788687,0.968167879,0.934391325,-0.509713666,0.888798174,-0.024621561,0.91328637,0.855507151,-0.370209816,0.994660317,0.973765693,0.857294111,0.996930246,0.99630071,-0.34322397,0.648222544,-0.42622767,-0.265486853,0.890439559,-0.504182985,-0.486530474,-0.341533932,-0.500371013,-0.522976532,0.025728077,0.984757318,0.920048502,-0.219395639,0.874141253,0.956797241,0.789453855,0.909529212,0.858484255,-0.094937519,0.218948101,0.863032887,0.004464449,-0.071857482,0.271127419,-0.019731465,-0.024594137,0.885633712,-0.344020457,0.893930414,0.977546118,0.765648708,0.930969008,0.885031268,-0.082667853,0.846813386,0.885804003,0.910697687,0.876991445,0.836121689,-0.345876024,-0.376816763,-0.127027667,-0.35651773,-0.381423299,0.960355567,0.863082603,0.991346536,0.991921179,0.829443673,0.980827092,0.955676224,0.863347968,0.854568475,0.989331423,0,0,0,0,0.098765432,0.098765432,0.24691358,0.049382716,0.024691358,0.197530864,0.074074074,0,0.074074074,0,0,0.024691358,0.24691358,0.049382716,0.592592593,1,0.241589102,0.066160039,-0.644898136,-0.01755229,0.14568748,0.026288544,0.245153129,-0.107756461,0.107787749,0.051821168,0.344320142,-1.663781249,0.042506668,-1.584106394,0.065345002,0.196033225,0.653444676,,958,0.010438413,0,0,1,9580,0,10,0,10
titanic,0.848978436,0.999048405,0.999723285,0.844975603,0.933622444,-0.03687898,-0.03687898,0.851923394,0.846028739,0.851565525,0.997406524,0.852639007,0.999638541,0.999723004,0.849247005,0.848498957,0.997931239,0.913323418,-0.036667583,-0.036667583,0.999424278,0.999633414,0.997533008,0.851493683,0.999481588,0.84866314,0.848534984,0.997805331,0.843894393,0.931188286,-0.03675143,-0.03675143,0.852233629,0.846112385,0.849347173,0.999219227,0.852984822,0.999799194,0.997811816,0.84531572,0.93441163,-0.036868776,-0.036868776,0.851488221,0.845683696,0.852505772,0.995714078,0.852119916,0.998773928,0.999994896,0.919328764,-0.035745492,-0.035745492,0.996360475,0.997941405,0.997114083,0.845050863,0.996695084,0.84392679,0.845303588,-0.035812541,-0.035812541,0.911021236,0.909529686,0.916283282,0.923187925,0.916004484,0.93346374,0.933877513,1,-0.03660051,-0.035862846,-0.036097544,-0.036265192,-0.036667572,-0.036801701,-0.036835233,-0.03660051,-0.035862846,-0.036097544,-0.036265192,-0.036667572,-0.036801701,-0.036835233,0.998773021,0.997798129,0.854839248,0.999701708,0.851543087,0.851558455,0.99717889,0.848543464,0.998488271,0.845536437,0.845734052,0.850318633,0.997533877,0.849768824,0.852537843,0.855029627,0.998446232,0.995802618,0.852422896,0.852142161,0.998757926,0,0,0,0,0,0,0,0,0,0.514851485,0,0,0,0,0,0,0,0,0.712871287,1,2.138190301,0.70274272,0.756849491,-0.035464771,0.190664068,0.046322417,0.398996555,-0.07093976,0.266769258,0.099898966,0.555860321,3.252355257,6.941039686,-1.427178848,0.080758638,0.139878313,0.323034984,,2201,0.001817356,0,0,1,8804,0,4,0,4
transplant,-0.471382004,0.613468208,0.945420412,-0.874777994,0.243092545,-0.34127046,0.091756689,-0.266380615,-0.083927201,0.765854912,0.693728185,-0.389086046,0.695138655,0.935561081,-0.208536328,-0.583163339,0.392048174,0.240054293,0.468425623,0.079260118,0.406268623,0.434808842,-0.68139796,-0.343243094,0.708266146,-0.344385292,-0.61505552,0.527726278,-0.776870165,0.816811115,-0.521187753,0.128362254,0.488410508,0.614194291,0.462099044,0.961546194,-0.580760811,0.959412974,0.515468638,-0.808259818,0.139781764,-0.446138463,0.091729143,-0.387054206,-0.194754065,0.850395372,0.612591583,-0.48766418,0.617092566,0.991428029,-0.486771364,0.42032994,-0.257937608,0.06030638,-0.161664249,-0.677396072,-0.815326817,0.521640069,-0.821374672,-0.79946446,-0.395106567,0.120040349,0.709711212,0.878244505,0.083318442,0.751921015,-0.379283193,0.749648186,0.111217834,-0.052606687,-0.040675525,-0.112954421,-0.476412044,-0.519625265,0.680262058,-0.53598616,-0.44853989,0.126128859,-0.008363724,-0.254382666,0.129742269,0.08060539,0.131143192,0.091729143,0.842568321,-0.463983499,0.417117133,-0.030215174,0.398847625,-0.412625879,-0.17097592,0.528200947,-0.223200724,0.527424723,-0.206369505,0.500318308,-0.680681514,0.504512152,0.876725563,-0.638536455,0.99777743,0.601618343,-0.643791324,-0.516898231,0.606510231,0,0.296296296,0.148148148,0.444444444,0.444444444,0.592592593,0.518518519,0.444444444,0.296296296,0.37037037,0.518518519,0.518518519,0.148148148,0.148148148,0.518518519,0.518518519,0.666666667,0.37037037,0.37037037,1,0.41406232,2.30535947,,,,,,,,,,7.674995243,3.404971002,,2.380389313,0.001290076,,,131,0.022900763,0,0,1,393,0,3,0,3
triazines,-0.963034931,0.969192372,0.996624384,-0.961903378,-0.546268682,-0.895879389,0.942135346,-0.719378433,-0.963454447,-0.807323816,0.96814484,-0.9341847,0.990295751,0.988286704,-0.912501359,-0.967236935,0.98495838,0.604718531,0.920252977,-0.883701373,0.795594457,0.996186031,0.808597829,-0.910887219,0.98134996,-0.942950606,-0.965060882,0.949253446,-0.93790007,-0.435912564,-0.88791141,0.982844637,-0.580550694,-0.914851974,-0.868215838,0.998961744,-0.863017677,0.991977031,0.927811629,-0.957277953,-0.563718329,-0.889477918,0.919959369,-0.753529395,-0.966534595,-0.782346505,0.947897001,-0.944977232,0.978155417,0.996912772,0.56018928,0.892397593,-0.908434414,0.735619876,0.990550664,0.842269656,-0.936478523,0.952690486,-0.956674657,-0.948030969,0.523402663,-0.423850418,0.712545243,0.599293273,0.551519642,-0.435873143,0.677649596,-0.486973677,-0.570281585,-0.888238319,0.673231299,0.89425102,0.813940523,-0.883582164,0.907300328,-0.899823282,-0.879869804,-0.531943915,-0.882675772,-0.862326856,0.978378331,-0.830804833,0.972393799,0.895411538,0.782949161,0.547029212,-0.577856548,0.855914598,-0.651424282,-0.780463052,0.811429489,-0.913870964,0.972910478,-0.944364283,-0.96345564,-0.865756786,0.797855228,-0.846788394,-0.755358029,-0.861099106,0.98990836,0.926405723,-0.903467843,-0.949776705,0.962507329,0.647887324,0.478873239,0.14084507,0.028169014,0.169014085,0.112676056,0,0,0,0,0,0,0,0,0,0.14084507,0.084507042,0.14084507,0.225352113,1,2.947613967,3.138705666,,nan,nan,,,nan,nan,,,17.45607068,34.31420071,,0.204175627,0.101285731,,,186,0.327956989,0,0,1,11346,0,61,0,61
