f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,clase
1.02637,-1.59548,-1.07893,2.67941,0.93946,1.06097,-1.59935,-1.09911,2.62118,0.96678,1.04781,-1.56204,-1.06497,2.3526,0.95237,1.1112,-1.55315,-0.99901,1.05537,1.02786,-1.11823,-1.02772,0.61826,-0.65613,-1.49403,-0.49124,-1.13029,0.64518,-0.76813,-1.86417,-0.38338,-1.06055,0.68726,-0.68825,-1.76328,-0.5207,-1.26163,-1.31875,-1.28292,-1.28898,-1.28207,sn
0.53442,-1.27686,-0.96836,1.69539,0.41808,0.61394,-1.32611,-0.99326,0.94285,0.42939,0.69223,-1.40429,-1.00621,-0.12354,0.62529,0.7958,-1.47285,-0.99059,-0.41355,0.88089,-0.71948,-1.0265,0.62883,-0.65397,-1.48799,-0.09696,-1.11456,0.65628,-0.76552,-1.70631,-0.24029,-1.01256,0.71607,-0.68029,-1.43346,-0.14134,-0.77878,-0.97047,-1.00418,-1.02858,-1.04923,sn
0.40471,-1.08235,-0.87921,0.22963,0.83106,0.50645,-1.13102,-0.89273,0.34767,0.87274,0.52671,-1.10325,-0.88298,0.55735,0.9946,0.36172,-0.95485,-0.79455,0.50001,0.89902,-0.23195,-0.62839,0.69545,-0.58238,-0.87607,0.48509,-0.90743,0.68168,-0.73229,-1.16104,0.3746,-0.87547,0.6664,-0.64358,-0.98904,-0.64168,-1.03393,-1.05209,-1.02226,-1.01208,-0.99104,cn
1.89099,-1.98647,-1.10137,4.81555,1.18416,2.11251,-2.06081,-1.1335,2.69072,1.22913,2.25795,-2.11223,-1.11513,2.67827,1.49452,2.38292,-2.1211,-1.06089,1.35585,1.6791,-0.94988,-1.11846,0.59518,-0.66584,-2.24326,-0.04193,-1.17708,0.63454,-0.77269,-2.47419,-0.24665,-1.10918,0.68082,-0.69286,-2.27829,-0.86922,-1.4503,-1.42532,-1.4008,-1.44568,-1.47371,sn
1.1487,-1.57676,-1.04457,2.09446,0.96239,1.3326,-1.63793,-1.07563,2.12665,1.0303,1.47421,-1.66805,-1.06386,2.53409,1.20467,1.53821,-1.64083,-1.01321,2.351,1.30687,-1.28218,-1.04572,0.56537,-0.64744,-1.63616,-0.46561,-1.11171,0.58454,-0.75265,-1.87994,-0.56666,-0.9854,0.5888,-0.65581,-1.51982,-0.65509,-1.24834,-1.28953,-1.27362,-1.27101,-1.28983,sn
0.31088,-0.88637,-0.82614,-0.17368,0.70305,0.38263,-0.93993,-0.85368,-0.04102,0.77504,0.37974,-0.92162,-0.82032,0.23428,0.84867,0.21031,-0.76743,-0.69169,0.31525,0.7176,-0.60795,-0.33553,0.89096,-0.45491,-0.56699,0.36285,-0.64166,0.89401,-0.63526,-0.85513,0.09284,-0.73038,0.6859,-0.5673,-0.70903,-0.47719,-0.95387,-1.01487,-0.99412,-0.98807,-0.97365,cn
0.78654,-1.43751,-1.02531,1.87567,0.68806,0.93377,-1.48725,-1.05493,1.78967,0.73482,1.04043,-1.50788,-1.02489,1.71531,0.81058,1.24059,-1.56308,-0.92608,0.65252,0.89068,-0.64596,-1.00092,0.64844,-0.65018,-1.46092,0.13787,-1.10623,0.66731,-0.76532,-1.72837,0.21576,-1.06292,0.69081,-0.6903,-1.76543,-0.3511,-1.01039,-1.1069,-1.13114,-1.13059,-1.16198,sn
-0.47302,0.86565,0.95428,-0.66963,-0.57188,-0.47329,0.86585,0.99373,-0.68289,-0.53648,-0.4838,0.88608,1.18094,-0.60864,-0.56061,-0.51172,0.8985,1.43232,-0.5778,-0.6435,0.01038,1.3346,-2.03247,1.52974,0.97391,0.12484,1.3736,-2.07449,1.49245,0.89858,0.08559,1.04547,-1.58766,1.07772,0.88493,0.4179,0.73757,0.84445,0.91204,0.95519,0.98922,sn
-0.64882,0.90764,0.5956,-0.62314,-0.82589,-0.65646,0.92763,0.62913,-0.63424,-0.84752,-0.64979,0.96522,0.81053,-0.59303,-0.88727,-0.63962,0.97027,0.91241,-0.59107,-0.90903,0.89087,0.85532,-1.51129,1.19093,0.8843,0.33944,0.72241,-0.60407,0.59813,0.97082,0.70435,0.65446,-0.86635,0.647,0.87379,0.77605,0.86904,0.84356,0.83042,0.8297,0.85704,sn
-0.61656,0.83644,0.70249,-0.61339,-0.74753,-0.61954,0.83682,0.73625,-0.63289,-0.74036,-0.60958,0.83372,0.77959,-0.60214,-0.7226,-0.59612,0.81853,0.74588,-0.57932,-0.71812,1.07639,0.73862,-1.41189,0.97725,0.76969,0.9287,0.53544,-1.10293,0.64948,0.79233,1.02954,0.61044,-1.17343,0.79087,0.74899,0.67887,0.80604,0.81241,0.81307,0.80501,0.81531,cn
-0.44594,0.17676,0.14293,-0.41298,-0.58334,-0.441,0.14388,0.124,-0.50102,-0.53798,-0.41735,0.07368,-0.16331,-0.53025,-0.38998,-0.37502,0.01629,-0.34334,-0.3929,-0.20893,0.65023,-0.27069,-0.18841,-0.19491,-0.01287,1.13886,-0.41295,-0.18681,-0.34018,-0.02126,0.99467,-0.3021,-0.116,-0.23785,-0.03472,0.64894,0.46853,0.31062,0.25688,0.266,0.2831,sn
0.69411,-1.4071,-1.02163,2.21288,0.75827,0.80877,-1.47075,-1.05202,1.66,0.79489,0.92808,-1.54949,-1.05149,0.985,1.02497,1.01017,-1.59646,-1.02308,0.74824,1.16453,1.1329,-1.06999,0.56937,-0.65794,-1.77279,1.49473,-1.10759,0.61193,-0.76494,-1.59351,1.42786,-1.04444,0.65046,-0.68266,-1.64701,-0.50741,-1.09445,-1.21513,-1.21191,-1.22239,-1.23863,cn
0.84072,-1.11269,-0.94687,-0.04181,2.21618,0.79511,-1.09134,-0.94403,0.14222,2.26273,0.80038,-1.08874,-0.88866,0.47193,2.28208,0.73522,-1.02471,-0.83276,0.78389,2.20098,1.78909,-0.91582,0.44065,-0.58081,-1.18302,1.31757,-0.29042,0.60252,-0.56059,-0.47525,1.36336,-0.77962,0.49211,-0.57991,-0.64585,-2.59565,-1.76228,-1.46175,-1.37992,-1.35997,-1.3534,sn
4.02171,-1.70599,-0.9471,-0.20892,2.57785,3.92885,-1.69776,-0.94249,-0.05284,2.65131,3.94571,-1.68935,-0.87019,0.28065,2.64091,3.97673,-1.65468,-0.78991,0.59188,2.65934,1.83131,-0.90533,0.34401,-0.52342,-1.63959,2.42227,-0.07224,-0.59163,-0.22062,-1.36592,1.89649,-0.67778,0.24121,-0.48172,-1.22423,-3.10099,-1.91988,-1.53977,-1.42724,-1.39568,-1.37755,sn
3.66798,-1.71199,-0.99116,0.01144,2.34455,3.62628,-1.7052,-0.99038,0.2329,2.40273,3.66573,-1.70539,-0.93517,0.65424,2.41989,3.70589,-1.71706,-0.87989,1.05406,2.40926,0.51467,-0.91143,0.45465,-0.62544,-1.58811,1.50889,-0.54633,-0.11418,-0.50644,-1.44139,0.68694,-0.78539,0.40288,-0.60506,-1.47204,-2.81082,-1.81752,-1.49382,-1.42209,-1.41084,-1.40509,sn
4.79576,-2.00367,-0.99856,0.21076,2.56633,4.77007,-2.00806,-0.99552,0.44727,2.66957,4.91847,-2.02024,-0.95176,0.85304,2.75343,5.13975,-2.03768,-0.9125,1.31073,2.82498,1.22958,-0.96139,0.46514,-0.6212,-1.82084,2.45065,-0.6902,-0.02719,-0.52899,-1.9171,1.61846,-0.84621,0.40491,-0.59663,-1.73831,-3.04093,-1.95458,-1.58317,-1.49747,-1.48693,-1.47647,sn
7.33439,-2.49452,-1.11163,0.55494,3.11485,7.04554,-2.48129,-1.12137,0.96769,3.17887,7.12186,-2.46647,-1.04623,1.58958,3.20425,7.31025,-2.47535,-0.96219,1.90008,3.26803,2.12149,-1.04168,0.49325,-0.63403,-2.4643,3.23681,-0.78044,-0.04025,-0.50194,-2.39452,2.34046,-0.95613,0.4947,-0.63408,-2.37238,-3.86839,-2.22971,-1.79439,-1.67334,-1.63823,-1.62355,sn
-0.61603,1.14343,1.22939,-0.7029,-0.7933,-0.61717,1.14595,1.22088,-0.71629,-0.78674,-0.61832,1.19973,1.60507,-0.62808,-0.84142,-0.63125,1.23835,2.07389,-0.57707,-0.95253,-0.9611,1.98891,-1.64737,1.64791,1.34091,-1.04382,2.0771,-1.69793,1.94798,1.20138,-1.11394,1.98204,-1.82451,1.73116,1.28422,0.66691,0.91062,1.12102,1.25464,1.31598,1.34802,sn
-0.67563,1.36519,2.07029,-0.71694,-0.9646,-0.67681,1.3564,2.02401,-0.73928,-0.9414,-0.66442,1.37089,2.31289,-0.6639,-0.93489,-0.65773,1.37671,2.5529,-0.6006,-0.97244,-0.44098,2.52178,-2.59413,2.68539,1.48431,-0.68429,2.23402,-2.35642,2.64349,1.34211,-0.60112,2.43219,-2.82472,2.80288,1.44643,0.76246,1.14693,1.43534,1.61588,1.69017,1.70653,cn
-0.47056,0.29888,-0.20151,-0.4146,-0.39271,-0.48279,0.33424,-0.15781,-0.42319,-0.4734,-0.48147,0.33802,-0.12802,-0.51935,-0.52723,-0.4723,0.28545,-0.18014,-0.67738,-0.53197,-1.41467,-0.27619,0.65246,-0.43817,0.32314,-1.84594,-0.25004,0.4486,-0.396,0.35246,-1.40433,-0.17381,0.47851,-0.37116,0.38666,0.44261,0.31472,0.24342,0.16074,0.13188,0.13383,sn
-0.68569,1.15848,1.14221,-0.63496,-1.09843,-0.68991,1.14857,1.14049,-0.66511,-1.06271,-0.66764,1.1112,0.81985,-0.5929,-0.99535,-0.64647,1.08367,0.5699,-0.46673,-0.90794,-0.30096,0.82869,0.02952,0.36499,1.10837,-0.67043,0.70363,0.33702,0.40427,1.05725,-0.1992,0.70635,0.01214,0.3658,1.05814,0.91825,1.27393,1.35633,1.28793,1.25389,1.20785,cn
-0.65745,0.84206,0.564,-0.55939,-1.02787,-0.65907,0.82486,0.52545,-0.58888,-1.02589,-0.63789,0.79848,0.38419,-0.57715,-0.97471,-0.62143,0.77897,0.31157,-0.58708,-0.94368,-0.59171,0.30206,0.91787,-0.1452,0.79135,-1.23094,0.11815,0.925,-0.14621,0.72388,-0.41328,0.20641,0.72516,-0.16031,0.76569,0.97755,1.11076,1.05046,0.96542,0.93076,0.90226,sn
0.16638,-0.80833,-0.84107,0.51182,0.5042,0.17308,-0.8307,-0.86976,0.4824,0.50826,0.17084,-0.85205,-0.89077,0.42381,0.55949,0.13513,-0.79742,-0.82398,0.01638,0.52678,-0.49964,-0.81766,0.69111,-0.6235,-0.74188,-0.59632,-0.97962,0.70276,-0.74871,-0.9908,0.10106,-0.90931,0.72646,-0.66791,-0.9285,-0.31462,-0.65828,-0.77524,-0.77226,-0.7597,-0.76084,cn
-0.72807,1.62162,3.19279,-0.72436,-1.42675,-0.7312,1.59936,3.18656,-0.7599,-1.39993,-0.70941,1.55425,3.0018,-0.69939,-1.31994,-0.68927,1.52172,2.45698,-0.58684,-1.23981,-0.13148,2.67506,-1.97321,2.67951,1.57793,-0.41286,2.21167,-1.79258,2.45655,1.44079,-0.13491,2.46697,-2.31742,2.63436,1.45375,1.14798,1.71104,2.14335,2.33942,2.36515,2.34152,sn
-0.67119,0.91907,0.86162,-0.5921,-1.16485,-0.67012,0.88138,0.81685,-0.62638,-1.11624,-0.64738,0.82891,0.43612,-0.56295,-1.01127,-0.62884,0.78589,0.14266,-0.3992,-0.88563,-0.28354,0.44134,0.52309,0.06571,0.85876,-0.5114,0.32427,0.70154,0.06385,0.79403,-0.02836,0.35561,0.47576,0.0388,0.78536,1.04893,1.22383,1.14293,1.02148,0.98615,0.95541,sn
-0.63726,1.3998,2.80416,-0.73327,-1.04173,-0.63295,1.3865,2.74783,-0.76002,-0.99484,-0.6277,1.39247,2.96069,-0.68172,-0.97921,-0.63365,1.39638,2.93367,-0.58466,-1.00259,-0.28795,2.9883,-3.2074,3.38558,1.51012,-0.46351,2.83218,-2.95263,3.50225,1.3746,-0.46425,2.95652,-3.39062,3.53518,1.49673,0.8155,1.24158,1.59448,1.82466,1.9516,1.99323,sn
-0.73115,1.65135,3.65264,-0.73968,-1.38691,-0.73417,1.64749,3.53354,-0.77188,-1.34226,-0.71376,1.6453,3.61972,-0.70239,-1.30189,-0.69572,1.63985,3.48198,-0.61034,-1.2791,-0.24102,3.39335,-3.12448,3.99126,1.654,-0.68886,2.82629,-2.36312,3.55427,1.56753,-0.52067,3.37942,-3.65554,4.39197,1.62202,1.16306,1.60658,2.00405,2.29447,2.41322,2.44783,sn
-0.59422,1.2332,2.7273,-0.73901,-0.88668,-0.5827,1.22936,2.61353,-0.76339,-0.84734,-0.58118,1.2755,2.84824,-0.67267,-0.85522,-0.59995,1.31605,3.18103,-0.57494,-0.91736,0.22413,3.43126,-5.24512,5.13226,1.37227,-0.00148,3.14118,-4.67696,4.89866,1.3308,0.02406,3.41667,-5.60827,5.55283,1.38881,0.69615,1.02481,1.31591,1.57363,1.77829,1.83978,sn
-0.74522,1.69004,2.54192,-0.72793,-1.43214,-0.74847,1.68361,2.41904,-0.7524,-1.38754,-0.72141,1.66952,2.06908,-0.64718,-1.28008,-0.69975,1.68029,1.85996,-0.50612,-1.2147,-1.05224,3.04865,-0.7238,2.99386,1.78544,-2.07002,2.41567,0.19257,2.68992,1.61558,-1.52857,3.17526,-1.35775,3.52832,1.7717,1.18298,1.68174,1.95869,2.03583,2.04644,2.06266,cn
-0.61058,0.78195,0.26233,-0.55987,-0.68352,-0.6176,0.78791,0.28691,-0.56866,-0.68179,-0.60221,0.76796,0.13318,-0.47846,-0.64368,-0.58611,0.75708,0.04653,-0.36099,-0.60588,-0.83778,0.30199,0.31227,-0.16483,0.79469,-1.14758,0.26122,0.67831,-0.11026,0.79386,-0.80284,0.15985,0.43647,-0.22475,0.74194,0.60937,0.75003,0.70135,0.61428,0.56985,0.55078,cn
-0.55395,0.53075,-0.00505,-0.48791,-0.51649,-0.55645,0.53078,-0.00664,-0.49006,-0.50838,-0.54306,0.51784,-0.08109,-0.44012,-0.50173,-0.52627,0.48462,-0.12573,-0.41842,-0.46591,-0.93261,0.10741,0.47351,-0.25952,0.59896,-0.95273,-0.12613,0.68336,-0.34795,0.50599,-0.66141,-0.12628,0.59955,-0.36117,0.50172,0.48634,0.52037,0.40314,0.29991,0.27008,0.2375,cn
-0.45109,0.1053,-0.28169,-0.32576,-0.60438,-0.45979,0.10582,-0.32658,-0.33271,-0.62038,-0.47644,0.11219,-0.36583,-0.40109,-0.61482,-0.47477,0.11455,-0.34801,-0.58498,-0.58752,-1.93612,-0.39405,0.77629,-0.46335,0.08585,-2.14966,-0.51162,0.86502,-0.56321,0.05676,-1.6604,-0.39738,0.82824,-0.48979,0.12754,0.69882,0.47885,0.21414,0.09243,0.05521,0.04448,sn
-0.67739,1.09174,0.97238,-0.64575,-0.95539,-0.68558,1.10325,1.03229,-0.66669,-0.96918,-0.67349,1.10427,1.04935,-0.6145,-0.97051,-0.6586,1.09647,0.93432,-0.54032,-0.96913,-1.04154,1.01401,-0.39038,0.4125,1.12447,-1.08427,0.87894,-0.26029,0.45679,1.03961,-1.02058,0.83913,-0.37496,0.35043,1.05689,0.81722,1.08412,1.21867,1.24216,1.2212,1.20498,cn
-0.67968,0.93082,0.48808,-0.57809,-1.00847,-0.68525,0.92644,0.49595,-0.59599,-0.99221,-0.6659,0.89465,0.28075,-0.51571,-0.94844,-0.64609,0.88562,0.21544,-0.43585,-0.91203,-0.93236,0.33739,0.45327,-0.13078,0.8524,-1.18341,0.33608,0.76158,-0.06791,0.85573,-0.83246,0.24569,0.51808,-0.17756,0.81307,0.92416,1.07062,0.98883,0.86495,0.81193,0.79323,cn
-0.11936,0.81904,2.2128,-0.74162,-0.22202,-0.1082,0.7863,2.1229,-0.76226,-0.14434,-0.11693,0.79647,2.43151,-0.65855,-0.12404,-0.17067,0.82602,2.81917,-0.54737,-0.15383,0.02314,3.41162,-5.40684,4.86406,1.08635,0.15179,3.4809,-6.2602,5.60945,0.86619,-0.18097,3.51239,-5.94543,5.3818,1.07418,-0.07488,0.52311,0.89484,1.17255,1.32955,1.39412,sn
-0.71791,1.38568,2.10362,-0.68812,-1.32735,-0.72272,1.37958,2.12553,-0.72365,-1.31871,-0.70053,1.34776,1.9062,-0.67493,-1.23345,-0.67853,1.32087,1.49401,-0.56761,-1.14932,-0.8385,1.64941,-1.01883,1.25985,1.37399,-1.12244,1.33387,-0.73216,1.10512,1.24467,-1.00649,1.50864,-1.05959,1.20572,1.32194,1.1395,1.52007,1.77353,1.86195,1.85331,1.83724,sn
-0.56221,0.46121,0.07028,-0.50105,-0.80662,-0.56321,0.45954,0.04975,-0.50754,-0.82095,-0.56599,0.47411,-0.05277,-0.43849,-0.77369,-0.56297,0.47996,-0.15527,-0.29673,-0.67835,-1.20897,0.00301,0.5913,-0.15817,0.44307,-1.26575,-0.07322,0.72264,-0.23431,0.42737,-1.01574,-0.00787,0.48347,-0.04076,0.45021,0.84411,0.75889,0.54891,0.44451,0.38133,0.34603,sn
-0.4888,0.23525,-0.4166,-0.42604,-0.34945,-0.49945,0.26083,-0.38562,-0.39264,-0.36902,-0.51859,0.29725,-0.33225,-0.30661,-0.41676,-0.53247,0.31644,-0.23026,-0.34116,-0.49926,-0.10945,-0.40102,0.28414,-0.46636,0.1201,-0.37775,-0.02443,0.27249,-0.36664,0.42852,-0.39415,-0.34937,0.38243,-0.48971,0.18219,0.4581,0.24399,0.04072,-0.04913,-0.07196,-0.0652,sn
-0.47598,-0.01591,-0.56452,-0.16626,-0.39039,-0.4802,-0.0167,-0.56301,-0.15903,-0.41483,-0.47482,-0.02182,-0.58539,-0.17977,-0.4259,-0.46074,-0.03519,-0.56372,-0.2963,-0.40781,0.27782,-0.66409,0.47451,-0.54878,-0.19696,-0.24261,-0.53233,0.69698,-0.58167,0.03095,-0.12897,-0.63219,0.62145,-0.57276,-0.15804,0.52742,0.20269,-0.07598,-0.19137,-0.21807,-0.23297,sn
-0.09572,-0.52894,-0.75763,0.12183,0.37863,-0.0742,-0.54699,-0.7697,0.15388,0.41167,-0.07155,-0.56057,-0.78235,0.14559,0.49348,-0.11844,-0.50761,-0.72297,-0.14425,0.39801,-0.8862,-0.67502,0.59729,-0.60163,-0.42008,-0.85533,-0.85966,0.61692,-0.72833,-0.56049,-0.58593,-0.79408,0.65508,-0.64348,-0.52499,-0.21315,-0.52957,-0.67721,-0.6984,-0.69396,-0.6701,cn
-0.71438,1.33001,2.03127,-0.66724,-1.37348,-0.71665,1.30573,2.00153,-0.71397,-1.32028,-0.69119,1.25222,1.36721,-0.6505,-1.19076,-0.6719,1.23899,0.94474,-0.51389,-1.10277,-0.63285,1.25628,-0.26803,0.89788,1.29115,-1.1318,0.85212,0.28808,0.61062,1.13034,-0.72453,1.13748,-0.29705,0.85013,1.24811,1.14302,1.59323,1.82258,1.84673,1.81427,1.80938,sn
-0.07637,0.95708,3.07717,-0.74824,-0.46797,-0.02966,0.91125,2.92311,-0.77339,-0.38023,-0.04351,0.90754,3.05792,-0.67587,-0.3275,-0.12494,0.92525,3.29107,-0.56619,-0.3537,0.34878,3.97834,-6.52235,6.35448,1.14523,0.36291,3.6051,-6.34323,5.99201,0.93587,0.09802,3.81128,-6.60643,6.35427,1.15676,0.14833,0.75562,1.1612,1.47077,1.64603,1.70561,sn
-0.3535,-0.00849,-0.3358,-0.26999,-0.29602,-0.34756,-0.02199,-0.35761,-0.30156,-0.27912,-0.33495,-0.04104,-0.44457,-0.34524,-0.19674,-0.30737,-0.05375,-0.46979,-0.35088,-0.09346,-0.34933,-0.42768,0.39422,-0.28534,-0.05294,-0.46633,-0.60093,0.40882,-0.46123,-0.125,-0.02338,-0.46635,0.40186,-0.32056,-0.05309,0.37311,0.19405,-0.03536,-0.10005,-0.12994,-0.14391,cn
-0.53642,1.19553,2.43176,-0.72948,-0.8034,-0.52206,1.17607,2.35382,-0.75316,-0.76009,-0.52643,1.19214,2.6305,-0.66985,-0.74544,-0.55909,1.21986,2.77738,-0.57651,-0.79808,0.1523,3.28471,-4.9065,4.82451,1.37169,0.11332,2.54333,-3.86534,3.58768,1.17447,-0.03568,2.84612,-4.52657,4.19422,1.31902,0.61498,0.95733,1.26883,1.52201,1.69034,1.7606,sn
-0.53142,0.28459,-0.38318,-0.39435,-0.31136,-0.54422,0.31252,-0.3514,-0.37347,-0.34513,-0.54848,0.3312,-0.34143,-0.31512,-0.38417,-0.5493,0.34859,-0.34234,-0.2654,-0.43751,1.17845,-0.43321,0.27987,-0.45689,0.1002,0.2942,-0.15526,0.47659,-0.39526,0.45412,0.62666,-0.37949,0.41839,-0.4764,0.20725,0.41405,0.19119,0.02568,-0.05787,-0.08878,-0.08461,sn
-0.43278,0.08283,-0.54107,-0.32586,-0.09287,-0.45376,0.12409,-0.52936,-0.2796,-0.15919,-0.46299,0.16498,-0.47815,-0.21708,-0.25323,-0.45315,0.17534,-0.43774,-0.22813,-0.28716,1.13787,-0.52688,0.11086,-0.29197,-0.13948,-0.12331,-0.25697,0.39562,-0.32238,0.35097,0.41693,-0.37524,0.21205,-0.29652,0.11936,0.24934,-0.05986,-0.23314,-0.29157,-0.29342,-0.27595,sn
-0.33211,0.59836,0.73969,-0.67012,-0.09406,-0.33508,0.63147,0.70615,-0.67569,-0.14799,-0.3467,0.70085,0.91751,-0.58041,-0.21098,-0.39537,0.76079,0.96228,-0.47092,-0.32514,0.63748,1.43996,-3.10699,2.64894,0.84996,0.49794,1.46058,-2.53985,1.92856,0.88298,0.52797,1.29692,-2.53048,1.9327,0.81608,0.05925,0.17964,0.34512,0.46826,0.53698,0.57592,sn
-0.48959,0.02838,-0.58274,-0.22142,-0.3884,-0.50199,0.051,-0.55144,-0.1986,-0.44163,-0.50413,0.07018,-0.51878,-0.23865,-0.51417,-0.49434,0.07077,-0.45879,-0.49185,-0.55331,1.01865,-0.57707,0.52408,-0.5672,-0.03038,0.41782,-0.48857,0.76415,-0.58907,0.0986,0.93037,-0.58406,0.65243,-0.59584,-0.0521,0.55844,0.23856,-0.05014,-0.13382,-0.14353,-0.14492,sn
-0.71343,1.3179,1.67822,-0.66991,-1.2534,-0.71836,1.31173,1.70024,-0.70317,-1.2561,-0.69577,1.27739,1.4544,-0.65027,-1.17459,-0.67634,1.26322,1.05549,-0.52281,-1.09686,-0.11217,1.28323,-0.17609,0.74094,1.28785,-0.68675,1.10278,0.17534,0.71321,1.19947,-0.2048,1.20354,-0.31385,0.71819,1.22583,1.0667,1.43918,1.62548,1.68169,1.66976,1.63963,sn
-0.61369,0.77557,0.16171,-0.56443,-0.68592,-0.61911,0.79428,0.19136,-0.5644,-0.69744,-0.60556,0.80413,0.16015,-0.48241,-0.68233,-0.59364,0.81134,0.10316,-0.37885,-0.66481,-0.28528,0.51418,0.17537,0.05355,0.92955,-0.68525,0.24444,0.48975,-0.07799,0.80781,-0.20383,0.22327,0.22944,-0.07728,0.78083,0.62645,0.73466,0.68542,0.60715,0.56138,0.56058,cn
-0.53802,0.3379,-0.26741,-0.44306,-0.63282,-0.54578,0.34534,-0.25618,-0.4201,-0.64426,-0.55082,0.3575,-0.35627,-0.29378,-0.64761,-0.53833,0.34674,-0.41843,-0.11156,-0.54644,-0.41829,-0.04484,0.3569,-0.1605,0.4479,-0.6187,-0.21413,0.65359,-0.38981,0.42129,-0.12587,-0.21292,0.57145,-0.34757,0.37615,0.69724,0.47059,0.25209,0.13882,0.10517,0.1148,sn
-0.12129,-0.46127,-0.8515,-0.17942,0.48882,-0.15432,-0.4297,-0.89847,-0.00177,0.3296,-0.17608,-0.35216,-0.79422,0.22634,0.13398,-0.1332,-0.39215,-0.63482,-0.08272,0.09176,0.29129,-0.76127,0.52516,-0.55304,-0.54123,-0.14647,-0.28224,-0.28339,-0.27098,-0.04562,-0.07117,-0.44138,0.13956,-0.3952,-0.17394,-0.2686,-0.78247,-0.83408,-0.83013,-0.80171,-0.78505,sn
-0.25083,-0.31341,-0.63579,0.05278,-0.26291,-0.23732,-0.35534,-0.65812,0.00012,-0.26322,-0.21065,-0.428,-0.72852,-0.18293,-0.10819,-0.1772,-0.4713,-0.74537,-0.29839,0.03137,-0.78875,-0.74014,0.57971,-0.57972,-0.47594,-0.91678,-0.81713,0.59405,-0.69597,-0.42057,-0.48883,-0.73826,0.69965,-0.61285,-0.44362,0.39434,0.02616,-0.27202,-0.35398,-0.36958,-0.35727,sn
-0.32803,-0.22976,-0.6895,-0.19922,-0.04287,-0.34436,-0.20438,-0.68602,-0.12598,-0.0601,-0.38999,-0.15859,-0.66927,0.00416,-0.16362,-0.40728,-0.14471,-0.60148,-0.03892,-0.26213,0.35964,-0.63039,0.34828,-0.55438,-0.3053,1.00581,-0.51371,0.05533,-0.45752,-0.10399,0.51105,-0.6243,0.39751,-0.56136,-0.29515,0.24482,-0.13572,-0.37655,-0.42381,-0.41936,-0.39475,sn
-0.47143,0.15541,-0.35295,-0.28855,-0.43672,-0.475,0.14917,-0.34828,-0.31264,-0.42409,-0.47091,0.13147,-0.41566,-0.35462,-0.35797,-0.4643,0.11448,-0.45026,-0.38008,-0.31001,-0.63797,-0.41562,0.68144,-0.4859,0.10733,-0.65291,-0.5551,0.64544,-0.58389,0.06735,-0.31246,-0.46016,0.71348,-0.5111,0.09866,0.46154,0.35664,0.1422,0.01312,-0.01045,-0.04478,cn
-0.41993,0.28383,0.50794,-0.61054,-0.34173,-0.42336,0.3035,0.50839,-0.61426,-0.39551,-0.46097,0.42256,0.57926,-0.57855,-0.46078,-0.50744,0.48167,0.40966,-0.5587,-0.64441,-0.29994,0.77602,-0.90727,0.95614,0.73008,-0.45313,0.56742,-0.60176,0.70615,0.6275,-0.26557,0.67112,-1.15227,1.01769,0.66703,0.24129,0.36542,0.45337,0.52616,0.61557,0.71361,sn
-0.06223,-0.65728,-0.8361,0.20249,0.4704,-0.03687,-0.66995,-0.85647,0.30297,0.53966,-0.05701,-0.65671,-0.85619,0.44138,0.58946,-0.1233,-0.5867,-0.78972,0.25586,0.4274,-1.32117,-0.71728,0.62305,-0.61024,-0.49088,-1.17099,-0.86909,0.65403,-0.73176,-0.66015,-0.91754,-0.83192,0.68204,-0.65053,-0.66354,-0.26245,-0.68879,-0.83081,-0.8835,-0.88968,-0.89832,cn
-0.63687,0.79604,0.48745,-0.60966,-0.93523,-0.63395,0.7812,0.43259,-0.61108,-0.90434,-0.61523,0.79748,0.29826,-0.50374,-0.81542,-0.59696,0.77563,0.18699,-0.36773,-0.76869,-1.12679,0.82858,-0.02842,0.80661,0.99945,-2.21033,0.44967,0.07058,0.48863,0.84263,-1.38458,1.1129,-0.86056,1.39288,1.06385,0.88346,0.94995,0.85079,0.73387,0.76252,0.8068,sn
-0.3501,-0.04977,-0.46004,-0.4422,-0.10214,-0.35519,-0.02961,-0.5244,-0.38464,-0.16086,-0.37713,0.03412,-0.43137,-0.24574,-0.27062,-0.37878,0.04308,-0.18365,-0.38591,-0.31634,0.46313,-0.2583,0.40622,-0.33477,0.24824,-0.02915,-0.01334,-0.87538,0.2835,0.23405,0.4663,-0.07414,-0.44726,0.12006,0.13795,0.20257,-0.06408,-0.19628,-0.25583,-0.33083,-0.38544,sn
-0.64257,0.82561,0.37494,-0.59124,-0.8705,-0.64749,0.83171,0.42683,-0.60035,-0.86927,-0.63448,0.82529,0.37732,-0.52814,-0.84576,-0.62025,0.81396,0.28386,-0.42969,-0.77981,-0.01318,0.54993,0.5604,0.08264,0.89526,-0.3837,0.4552,1.03151,0.00834,0.79136,0.11881,0.29016,0.55144,-0.10042,0.77028,0.81739,0.89561,0.82722,0.75752,0.71451,0.68429,sn
